id,full_text,Stigmatizing,Anti-stigmatizing,News/Facts/misinformation,Political ,other,comments,Number of assigned labelles,,,
1232844080788525062,He put Pence in charge for ONE reason. To manage the misinformation campaign. He knows a highly educated health care professional would refuse to perpetuate falsehoods. #CoronavirusOutbreak #coronavirususa https://t.co/COa4HJ0Kxh,,,,1,,,1,,,
1232849543169028097,"@postsecret @realDonaldTrump let me get this straight. In 2018 10,000 people died a day from the flu worldwide &amp; we are worried about Coronavirus. Not to mention the 15,000 people that die weekly from medical malpractice and prescribed pharmaceuticals in America #coronavirususa #coronavirus",,,1,1,,,2,,,
1232855432097562624,"Trump says Pelosi trying to create 'panic' with coronavirus comments

https://t.co/7N6MtFGzKV
Typical Trump, politicizing everything and the moron can’t even speak in full sentences. #coronavirususa",,,,1,,,1,,,
1232855560879370240,Yes pls 😉 #lv #louisvuitton #coronavirussingapore #coronavírus #CoronavirusOutbreak #wuhancoronavirus #wuhanvirus https://t.co/0n01r4PCqM,,,,,1,opinion,1,,,
1232861462177206275,"And where is #ChenQiushi?  Will #LizeHua dissappear with Qiushi?
#CCP_is_terrorist https://t.co/kR6LJaUiOj",,,,,1,que,1,,,
1232879058997911553,"BREAKING: Unknown Exposure: New coronavirus case could be first instance of 'community spread' in US, CDC says - CNN
#COVD19 #coronavirususa #CoronaVirusUpdates #CoronavirusOutbreak #WuhanCoronovirus #wuhanpnemonia #COVID—19 https://t.co/TA1z5q9pBu",,,1,,,,1,,,
1232883903184211968,"What’s happening is no joke. There are no safety nets in life and death. Take care of you and your fellow humans. The governments in this case cannot. 

#coronavirususa #coronavirus #wuhanflu https://t.co/3Hi5oCTmi6",,,,,1,opinion,1,,,
1232884132356726784,I had no idea that someone took the time to not only name all the facial hair styles but then make a chart for potential pandemic prevention. #CoronaVirusUpdates #coronavirususa https://t.co/h8RaJS3e8p,,,1,,,,1,,,
1232884594841653248,"""ᏟᎠᏟ confirms coronavirus in Cali.  is first ""community spread"" case in the US #coronavirususa #COVIDー19 #TrumpIsAnIdiot #stayhome #WashYourHands @CNN https://t.co/2Ocao6uhsX",,,1,,,,1,,,
1232890411196329985,"https://t.co/dKABiYbzCQ

Where is the parody song My Corona??

#coronavirususa #CoronaVirusUpdates",,,,,1,que,1,,,
1232895603580866560,"Reduction in immunization efficacy must now be considered
#COVID2019 #ChinaVirus 2019-nCoV #ChinaCoronaVirus  #WuhanCoronavirus #CoronavirusOutbreak #coronavirususa #CoronaVirusInIran #coronavirusitalIa #coronavirus https://t.co/Rc45wDoK69",,,1,,,,1,,,
1232901518552072192,"How to prepare for #coronavirus in the United States #Pandemia #pandemic #ChinaWuhan
#coronavirususa #CoronavirusOutbreak
https://t.co/RVpcMwZLMk",,,1,,,,1,,,
1232907605879685120,"@brianschatz ""Thoughts and prayers for the victims. God bless America.""  - Pence after a mass shooting.

""Thoughts and prayers for the victims. God bless America.""  - Pence after an outbreak of #coronavirus.

That pretty much sums it up.

#Pence #coronavirususa.",,,,1,,,1,,,
1232925956886556672,@LithuaniaMFA @LinkeviciusL China is blatantly declaring war on countries that value freedom of expression and other basic human rights #antichinazi,,,,1,,,1,,,
1232952513516724224,"@dailynation #coronaviruskenya #coronavirususa
#CoronavirusOutbreak 
US CDC considering expansion of airport health screenings for novel coronavirus
""Currently, the United States is doing health screenings only for passengers who are flying in from China. ""
https://t.co/kxBuAJxaJY",,,1,,,,1,,,
1232987624157171718,"Dele Alli Charged By FA For Making Jokes About Coronavirus
#coronaviruskenya #coronavirususa
#CoronaVirusUpdates #coronavirus
#COVID2019

 https://t.co/uTH8FtXq8R",,,1,,,,1,,,
1233010703784665090,"Democrats believe government must take over all healthcare..

#coronavirususa  outbreak !!

Government turns to private sector for anti viral medications and solutions..

Remember, government uses resources, private sector invents and manufactures them. https://t.co/YLISFVRIJ8",,,,,1,opinion,1,,,
1233035132216303617,"@alexangel8577 @Hugomannnn Zhong #Nanshan has no longer be a scientist since after the #SARS epidemic.

He‘s now a direct or indirect owner of some 220 companies traceable from public records in #China.

How credible can he be now❓Your own judgement.

#China_is_terrorist #China

https://t.co/ShYjZ6iJ9d",,,1,,,,1,,,
1233052165238874112,As if we haven’t figured out that what comes out of 🍄rump’s mouth is total bull 💩 anyway. #coronavirususa #LiarInChief #washyourdamnhands #stayhomeifyouresick #keepyoursickkidshometoo https://t.co/JwmrcEcMrn,,,,1,,,1,,,
1233052642626043904,"At this point what is safe!? 
#CoronaVirusUpdates 
#coronavirususa 
#coronavirus 
#CoronavirusOutbreak https://t.co/IopbRj3661",,,,,1,que,1,,,
1233063959776780289,@gere3369 Freedom of speech is the most desirable thing in Hong Kong and China! #CCP_is_terrorist,,,,1,,,1,,,
1233069651589877760,"Things I wish politicians were working on instead of finger pointing w #coronavirususa 

Local outbreak forced  people to stay home/biz or school to close. Economic misery. 

Force banks to roll any unpaid mortgage payments to back end of loan. Give people payment holiday.",,,1,,,,1,,,
1233076390993358848,"@Nectar_Gan This is #Chinese and study with #CCP provided
It should dangerous mind and ignore #HumanRights in the world 

All #Chinese faith building on ""Great #China Dream"" only 

We must stop it 

#boycottChina #antichinazi #CCP_is_terrorist #COVIDー19",,,,1,,,1,,,
1233081562956062720,on how to make a decent filter mask. It is not clear if any of these will be to the N95 standard. To filter #WuFlu aerosolized droplets any cloth will slow if not stop these. The main problems are not micron size because these are in fluid drops that are larger than 3/,,,1,,,,1,,,
1233082204567351297,Does it look like “the Purge” right now in China when law enforcement just break in and take what they want at #coronavirus? #chinazi https://t.co/Kpt5bG2EA2,,,1,,,,1,,,
1233082381105532928,"Is Corruption the cause of #CoronaVirus
#CoronaVirusUpdates #Coronavid19 #coronavirususa https://t.co/8vVr5Xqr4s",,,,,1,que,1,,,
1233087099055661056,"Stocks continue to fall on Coronavirus fears- in correction territory:: 
#coronavirus #stocks #news #COVID19 #CoronaVirusUpdates #coronavirususa https://t.co/3rUsXUltu9",,,1,,,,1,,,
1233100063569780736,"Corona virus: The Israeli Miguel Institute claims to have developed a general vaccine
https://t.co/9Yf9HzATd7
#CoronaVirusUpdates #CoronavirusOutbreak   #Covid19 #Covid_19 #COVID #COVID2019 #COVIDー19 #coronavirusus #CoronaVirusVaccine #coronavirususa #Covid_19 https://t.co/AEnxxiimzY",,,1,,,,1,,,
1233105089130356737,"🔴#Coronavirus: US evacuee mistakenly released from hospital #CoronarvirusOutbreak #coronavirususa
🔴Patient had been discharged from San Diego hospital on Monday https://t.co/nmx3tnlH1v #COVIDー19 #COVID2019",,,1,,,,1,,,
1233124021958365184,"#covid19 #coronavirus #WuFlu #SouthKorea note: many cases related to a religious group- please meet online, stay home, be careful. #Italy, #France, all European major cities take precautions (a hard lesson from the East) https://t.co/2XpLLhm0MR",,,1,,,,1,,,
1233130910037553157,Suburban Seattle High School Closes Over Virus Fear https://t.co/wMUNv4qJHK #COVIDー19 #COVID2019 #COVID #coronavirususa #CoronaVirusUpdates #coronavirus Read this https://t.co/jSdlDTI67M,,,1,,,,1,,,
1233137414144741377,"Still in the stock market? See your financial future below! #coronavirus #CoronavirusOutbreak #coronavirusjapan #coronaviruschina #Coronavirusmexico #coronaviruswuhan #coronavirusitalia #coronavirususa #coronaviruscanada #coronavirusfrance 
#COVID19 #COVID https://t.co/gSB4HRcNQa",,,1,,,,1,,,
1233159359313645569,#RushLimbaugh #MAGA #coronavirususa #Pencedemic  #Coronavirus: How the deadly epidemic sparked a global emergencyhttps://www.youtube.com/watch?v=ycrqXJYf1SU https://t.co/DrCvjH9Cdt,,,1,,,,1,,,
1233172302952419328,#covid19 #coronavirus #WuFlu #WHO this. https://t.co/D5uOr7nTp7,,,,,1,opinion,1,,,
1233176875628888064,"Emergency Lockdown Kit,5 People https://t.co/gXaiVsz3zQ  ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhan #outbreak #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19 #COVID",,,,,1,ad,1,,,
1233195426997686272,@BBCKasiaMadera @BBCWorld @BBCOS @ShaunHassett @BBCNews #Wuhancoronavirus is a Red China version of the Chernobyl disaster.,,,,,1,opinion,1,,,
1233196135046451200,"#CoronavirusOutbreak 
new confirmed case 
#WHO  2/27 situation_report  

World 1185
China 439
Hubei 409
outside of hubei in China
30
Outside of China  746
#Wuhancoronavirus
#newcoronavirus
#coronavirus
https://t.co/ji9UVFDUyN",,,1,,,,1,,,
1233213990953717760,Amazon Brand - Solimo Disinfecting Wipes 75 Wipes 3https://amzn.to/2VoghmR ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhan #outbreak #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19 #COVID #covid2019us #cor…,,,,,1,ad,1,,,
1233221447843139586,"This fight against the #coronavirus will be a long one. It's a war. Donald Trump is a war time president now. It's time he get his big boy pants on and lead the free world in defeating this thing.

#COVID19 #SARSCoV2 #coronavirususa",,,,1,,,1,,,
1233226768430927873,"On November 26, 1941, the US demanded the Japanese withdraw all Japanese troops from China.

Today, I think we should demand the Communist Party withdraw all their troops from China too. 
#China #FreeHongKong #communistvirus",,,1,1,,,2,,,
1233227253850394624,"Trump has put a pharmaceutical  lobbyist in charge of the Coronavirus. 
#coronavirususa https://t.co/wvngbBOfXZ",,,,1,,,1,,,
1233235075040448514,"US workers without protective gear assisted coronavirus evacuees, HHS whistleblower says https://t.co/p0QzJ0WzzJ #mapoli #coronavirus #coronavirususa  ""without proper training for infection control or appropriate protective gear, according to a whistleblower complaint."" 4/ https://t.co/JfysjchSiw",,,1,,,,1,,,
1233240577237495809,"3M Powerflow Face-Mounted Powered Air Purifying Respirator 6900PF, Large, 1 EA/Case https://t.co/OUx1YxtGPP ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhan #china #outbreak #CoronavirusUSA #pandemic #COVIDー19",,,,,1,ad,1,,,
1233251736955113472,"Wise Company Freeze Dried Food, Cheesy Lasagna (6 Count Pack) https://t.co/tDAS1skCbf ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #outbreak #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US",,,,,1,ad,1,,,
1233252994730397697,WaterStorageCube BPA-Free Collapsible Water Container 1.3 Gallon with Spigot https://t.co/j1hI4i6p00 ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhan #china #outbreak #CoronavirusUSA #pandemic #COVIDー19 #wuhanvirus,,,,,1,ad,1,,,
1233253671242100736,"Hotels in Attingal | Hotel Savithri
https://t.co/zbNtbwYdUF
+91 9562733957
#HotelsInAttingal #Hotels_in_Attingal #coronarvirus #CoronaViruesue #WHO #WuhanCoronavirus #wuhanvirus #Wuhan #coronavirus #CoronaOutbreak #CoronavirusOutbreak #ChinaVirus #WuhanOutbreak #india https://t.co/Ql6RGVwWUo",,,,,1,ad,1,,,
1233255616480600066,Anonymous Bites Back - Corona Virus Special Feb 28 #WuhanOutbreak https://t.co/TvxdqnpFSS,,,,,1,video,1,,,
1233255675997966336,Herbal Antivirals: Natural Remedies for Emerging &amp; Resistant Viral Infections Stephen Harrod Buhner https://t.co/12hCxCM8eF  ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhan #outbreak #CoronavirusUSA #pandemic #COVIDー19,,,,,1,ad,1,,,
1233263074745995266,"EVERLIT Emergency Survival Kit 72 Hrs 2 Person Bug Out Bag Food Water, Gear, Charger https://t.co/S9ehBXLQxD ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak #CoronavirusUSA #pandemic #COVIDー19",,,,,1,ad,1,,,
1233266666101862400,The world prepared for a coronavirus pandemic on Friday as hopes the disease could be contained to China vanished and investors dumped equities in expectation of a global recession.  https://t.co/L7TrC3FmwT #Covid19 #Wuhancoronavirus,,,1,,,,1,,,
1233269351274467330,Augason Farms Lunch &amp; Dinner Emergency Food 11 lbs 11.2 oz 4 Gallons https://t.co/jzV9neF0zS #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19 #wuhanvirus,,,,,1,ad,1,,,
1233279112401149952,"@Mossenlechner @eu_eeas @AnnLinde Hong Kong citizens kidnapped by the #CCP in Thailand. Hong Kong is no longer special, just like one of the city in China. #chinazi",,,,1,,,1,,,
1233285748075507714,Moldex 9000 Series Reusable Full Face Respirator/Mask 7640 Multi-Gas/Vapor Smart Cartridge/P100 https://t.co/v18RWeMrRu ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #coronavirusus,,,,,1,ad,1,,,
1233285931852914688,"@DisneysMulan This actress supports police brutality, and torture on civilians. 

Please #BoycottMulan!

#StandUp4HumanRights 
#China_is_terrorist 
#StandWithHongKong
#StandWithUyghur https://t.co/A9bwGjTJbH",,,,,1,movie,1,,,
1233297033236287488,Emergency Survival Bag/Kit 72 Hours of Disaster Preparedness https://t.co/CqAFKXt5A0 ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhan #outbreak #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19 #COVID,,,,,1,ad,1,,,
1233348882748321795,mad ting! #WuhanCoronavirus #Coronavid19 #china #DeanKoontz #eyeofdarkness #WuhanVirus #WuhanPneumonia #coronavirus #wuhan400 #CoronaVirusUpdates #WuhanOutbreak @BBCWorld @SkyNews @euronewspress https://t.co/e9iPleSiM6,,,,,1,opinion,1,,,
1233364607668047875,Insightful thread about Quarantines. Enacting then offers a whole lot more than simply helping to contain the spread of infection #Quarantine #COVID19US #COVIDー19 @VP #CoronavirusOutbreak #coronavirususa https://t.co/doHkJ8ryH0,,,1,,,,1,,,
1233378150408581120,Nope #coronavirususa https://t.co/4Jr4dD0yug,,,,,1,opinion,1,,,
1233387037555855360,3M 8211 N95 Particulate Respirators (Pack of 10) https://t.co/woHjPaUPoC ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #outbreak #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233388922039750657,"@tedlieu @CDCgov @realDonaldTrump Other than your usual bitching on Twitter, what are YOU doing about it???

#coronavirus #ChinesePneumonia #WuhanCoronavirus #WuhanPneumonia #ChinaVirus #ChinaCoronavirus #ChinaziVirus #LockDownChina #Pandemic #Outbreak #ResidentEvil",,,,,1,que,1,,,
1233388925772795905,The latest Daily Takashi Wada! https://t.co/X2NnYL5Fc5 Thanks to @yyposi918 @y_mat2009 #coronavirus #coronavirususa,,,1,,,,1,,,
1233406904409481218,"FDA reports 1st drug shortage due to novel coronavirus outbreak
 https://t.co/hhPgZ9WInB  #COVIDー19 #COVID2019 #COVID #coronavirususa #CoronaVirusUpdates #coronavirus #preppertalk Stay alert and be ready. Know that the media likes to hype for ratings.",,,1,,,,1,,,
1233418185463881728,"@deplorabledame1 China is Highest bidder for sure. 
CCP regime counting on them beating @realDonaldTrump for its party survival! 
#China_is_terrorist #maga #kag #votetrump2020",,,,1,,,1,,,
1233421795405041664,"Lysol Max Cover Disinfectant Mist, Lavender Field, 15 Ounce https://t.co/YKcwDZ7oWk  ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19",,,,,1,ad,1,,,
1233421891894939648,"Opinion Piece: PMs on what coronavirus means for equities, bonds and China

#coronaviruswuhan, #COVIDー19 #AssetManagement 

➡️https://t.co/MP1ZrgYjIu
✏️ @sam_simmons_1 https://t.co/Z5h22lccfF",,,1,,,,1,,,
1233425436610375680,"Despite the economic and logistical slowdown caused by the coronavirus, China's capital Beijing still finds itself choked by smog.

Link: https://t.co/HFq9vtQfAn

For more visit https://t.co/1ZbKJ9CkzV

#madeinchina #beijingairquality #comingsoon #pollution #coronavirus https://t.co/gnnnNo7NsX",,,1,,,,1,,,
1233436148455952385,3M N95 Particulate Respirator Health Mask Number 8511 - Box of 10  https://t.co/3eo9dfjduc #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #outbreak #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233452722411778048,Hand Sanitizer Antimicrobial Liquid Antibacterial 16 Fl. Oz. + 2 Travel https://t.co/nHLwbtGGF8 ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233454000189714434,Herbal Antivirals: Natural Remedies for Emerging &amp; Resistant Viral Infections Stephen Harrod Buhner https://t.co/12hCxCM8eF ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhan #outbreak #CoronavirusUSA #pandemic #COVIDー19,,,,,1,ad,1,,,
1233471217295876098,Uvex Stealth Safety Goggles with Uvextreme Anti-Fog Coating https://t.co/tlduqgco3E ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233489596090069000,"The Prepper's Water Survival Guide: Harvest, Treat, and Store Your Most Vital Resource Daisy Luther https://t.co/N5LmhOyn3Y  ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19",,,,,1,ad,1,,,
1233492931140517890,Israeli researchers at The Galilee Research Institute (MIGAL) will produce the first vaccine against the #COVID-19 novel #coronavirus in a few weeks. #CoronaVirusUpdates #CoronavirusOutbreak  #COVID2019  #Covid19 #Covid_19 #COVID  #COVID2019 #COVIDー19 #coronavirususa  #COVID19US https://t.co/oTlXLQYgWp,,,1,,,,1,,,
1233495817622867968,"Excellent, simple advice on preparing for Coronavirus when it eventually strikes from Scientific American #ScienceMatters
#SimplePreparedness #coronavirususa
#WashYourHands 
#closingbordersisirrelevant
#TrumpLiesAboutCoronavirus
#PenceIsAntiScience

https://t.co/IdQiriLbc3",,,1,,,,1,,,
1233495822064640001,For anyone who wants to understand the #coronavirus epidemic. Watch this. You will not able to stop watching. It is much worse than I thought . . . #CoronavirusOutbreak #coronavirususa  https://t.co/GdS73Hgh2Q,,,1,,,,1,,,
1233495868562714625,"It's still #mahjong - only #Italy style !?

#coronavirus 
#ChinaCoronaVirus
#coronavirusitalIa
#China
#WuhanCoronavirus
#WuhanOutbreak
#WuhanPneumonia 
#Wuhan #CoronaVirusOutbreak #COVID19 #outbreak #virusoutbreak https://t.co/jC7RE3i7F8",,,,,1,opinion,1,,,
1233510439629316099,"Vitamin C 750mg Airborne Fruit Flavored Gummies (75 count), Immune Support https://t.co/zUF5qzNCTD ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US",,,,,1,ad,1,,,
1233512233969291264,Safety Works SWX00320 Multi-Purpose Respirator Mask Niosh https://t.co/K3lv2mjCj8 #ad #coronavirus #coronaoutbreak #wuhanvirus #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19 #nCoV19 #COVID19US #WuhanVirus #coronavid19,,,,,1,ad,1,,,
1233518358588534790,"coronavirus pandemic likely will infect 40-70% of world this year, according to Harvard scientist: https://t.co/hFoSNPrioy

#CoronavirusOutbreak #coronavirususa #COVID19",,,1,,,,1,,,
1233519712304345091,"Get the facts on Corona Virus. Good video with all the facts you need to know. https://t.co/JU3fZBwOBo
#COVIDー19 #coronavirus #coronavirususa #COVID2019 #CanaryWharf @pednutricional",,,1,,,,1,,,
1233531437497962496,Coronavirus Virus impacted US Tech companies who's employees travel https://t.co/RrzrhcorYX #COVIDー19 #CoronavirusOutbreak #2019nCoV #VirusWuhan #COVID19 #COVID2019 #CoronavirusOutbreak #coronavirus #coronavirususa #iamintel,,,1,,,,1,,,
1233531992085585924,Quality Chemical Instant Hand Sanitizer - Refill Your own dispensers 1 Gallon (128 oz.) https://t.co/843pd04zzL ad #coronavirus #coronaoutbreak #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233558313914322944,https://t.co/zT3g4tJoHJ 👈How the 4th Confirmed Case in U.S. recovered. #coronavirus #COVID19 #CORONAVIRUSENFRANCE #CoronavirusOutbreak #coronavirussingapore #CoronaVirusCanada #coronaviruskenya #Covid19usa #covid19UK #covid19Canada,,,1,,,,1,,,
1233563429375336448,"If you want the brutal truth on #chinazi CCP actions and motivations, you’ll not see a better summary than this. From someone who has lived it.

#auspoI #coronavirus

Tiananmen Square survivor Sean Lin explains why the CCP is ""t... https://t.co/n6LJajZsP1 via @YouTube",,,1,,,,1,,,
1233568322454683648,Reliance Products Aqua-Tainer 7 Gallon Rigid Water Container https://t.co/AyMGrl6SF2 ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233573041965326336,"The woman, possibly infected with #coronavirus, collapsed with no symptoms. 
#CoronavirusOutbreak #Coronavirusiran #coronavirussingapore #coronavirus #CoronaVirusFacts #CoronavirusUpdates #coronaviruschina #Coronaviruspakistan #coronaviruswuhan #CoronavirusCoverup 
#TruthWins https://t.co/eDSBj3mp8d",,,1,,,,1,,,
1233575163192471555,"#coronavirus #coronavirusjapan 
Many products ran out in osaka - japan.
Be safe https://t.co/HF0bOztT3L",,,1,,,,1,,,
1233576077248745473,"""We have nothing to hide and we tell nothing but the truth,"" Health Minister Terawan Agus Putranto said in Jakarta https://t.co/RVLgJ3qsjJ via @thejakartaglobe #Wuhancoronavirus #Covid19",,,1,,,,1,,,
1233577960768229377,#Breaking : Update and Interim Guidance on Outbreak #coronavirus https://t.co/9DF5PHUnNI #CoronaVirusUpdates #CoronavirusOutbreak #Coronaviruspakistan #coronavirusus #coronavirusindia #coronavirussingapore #coronavirusnigeria #SaturdayThoughts #COVID2019 #COVID2019us,,,1,,,,1,,,
1233578277911973891,"Patrick Allen, Dir of OHA says the first #coronavirus case in #Oregon is from Washington County.  He says they have notified the #CDC  #coronavirususa",,,1,,,,1,,,
1233579008798810112,"***this smug idiot just said the person infected works/attends an elementary school***
Press conference Oregon’s first case of novel coronavirus
F
these people need to be held accountable 
#WuFlu #coronavirus 
https://t.co/z0S9n3dKok",,,1,,,,1,,,
1233581717203537921,#covid19 #coronavirus #WuFlu perspective. Take a breath. https://t.co/PbBRQumAJf,,,,,1,opinion,1,,,
1233584929700794368,CoronaVirus: How to prevent and treat pneumonia - Wear medical masks Emily Thu https://t.co/5PeXMaNYMs ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,1,,,,1,,,
1233587051007598592,"VP Pence: Just one American with coronavirus still in hospital: https://t.co/X5HuJu1yw5
Are these REAL facts?
#Coronavid19 #coronavirusus #coronavirususa",,,1,,,,1,,,
1233587204611395585,Supermarkets are running out of hand sanitiser as people rush to protect themselves from Covid-19. But does it beat using soap and water? https://t.co/2CQIFG5gjR #Wuhancoronavirus #Covid19,,,1,,,,1,,,
1233589009999261696,"The World Health Organization (WHO) has upgraded the global risk of the coronavirus outbreak to ""very high"" - its top level of risk assessment. https://t.co/mNkWlrWaf2 #Wuhancoronavirus #Covid19",,,1,,,,1,,,
1233592483881222146,@ChineseWSJ #China_is_terrorist. Please #BoycottChina,,,,,1,opinion,1,,,
1233594102467284992,@latimes China communist hide the truth and spread the virus to the world #WuhanCoronavirusOutbreak #China_is_terrorist,,,,1,,,1,,,
1233598814402965505,"@rajeev_mp @realDonaldTrump @UN @WHO @DrSJaishankar @PMOIndia Absolutely! #China not only hid critical information of the virus, but is also trying convince others that the virus isn't originated from them
We can't buy their bullshits anymore
#BoycottChina",,,,1,,,1,,,
1233604907401277440,@dianade34306691 @FZirm @Katpa73 They should of locked down there whole country when it leaked from there testing lab!! #ChinaCoronaVirus #chinacoverup #China_is_terrorist,,,1,,,,1,,,
1233607699612307457,"This is very scary shit! No connection of two #Californians with #coronavirus to #WuFlu brought here from #China. This means it is purposely being released in #America, but who is the perpetrator?
https://t.co/LDmdxjO1SS",,,1,,,,1,,,
1233608471947378688,"#Japan reports 940 #COVID19 cases including 11 deaths on Saturday:
- 705 infections on #DiamondPrincess cruise 
- 221 domestic cases
- 14 returnees from abroad
@PDChina #CoronaVirusUpdates #Coronavid19 #coronavirusjapan #coronavirus https://t.co/daXMfsqa5p",,,1,,,,1,,,
1233612716327108609,"@SenTomCotton Yes Sir #China is never a friend with America, or the free world. They just want to get more control of the world, so they steal, they lie, they suppress the disagreed. 
#China_is_terrorist",,,,1,,,1,,,
1233620958914629632,Russia is a Red Herring... the biggest threat; the biggest enemy we have is China and has been for years... why isn’t the MSM talking about this?! #russiagate #china #chinazi #Hongkongprotest #coronavirus #decouple  https://t.co/gqaeXHuhyH,,,,1,,,1,,,
1233621423567982594,"@rajeev_mp @realDonaldTrump @UN @WHO @DrSJaishankar @PMOIndia Should be
And please boycott China by all means now!
#AnywherebutChina 
#antichinazi https://t.co/xftzoxbFiI",,,,,1,opinion,1,,,
1233621590241234944,"Fxxk the politicians, #WuhanCoronovirus is far more serious than you saw though the death rate is lower, wake up #ChinaVirus will kill your local economy faster than you can respond #BoycottChina #antichinazi https://t.co/UgQXHlUXat",,,1,,,,1,,,
1233621938007728128,"@BNODesk China should pay back!
#AnywherebutChina 
#antichinazi 
#WuhanCoronavius https://t.co/lKLo0TdnLe",,,,,1,opinion,1,,,
1233625947057770498,"Hotels in Attingal | Hotel Savithri
https://t.co/zbNtbwYdUF
+91 9562733957
#HotelsInAttingal #Hotels_in_Attingal #coronarvirus #CoronaViruesue #WHO #WuhanCoronavirus #wuhanvirus #Wuhan #coronavirus #CoronaOutbreak #CoronavirusOutbreak #ChinaVirus #WuhanOutbreak #india https://t.co/ffPfY0D98D",,,,,1,ad,1,,,
1233632995057315840,Moldex 9000 Series Reusable Full Respirator/Mask Multi-Gas/Vapor Cartridge/P100 https://t.co/v18RWeMrRu ad #coronavirus #coronaoutbreak #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDー19 #nCoV2019 #COVID19US,,,,,1,ad,1,,,
1233637173619900417,@LifetimeUSCN Mulan please go to Wuhan and don’t come ever back #BoycottMulan #BoycottChina #wuhanvirus2020,,,,,1,opinion,1,,,
