,Unnamed: 0,tweet_link,tweet,raw_label1,labeler_id1,raw_label2,labler_id2,raw_label3,labeler_id,secondary_label,additional_notes,label
1778,1778,https://twitter.com/edent/status/1238966440570638337,"Just wash your hands and #govegan #vegan. If it wasn't for the #chinese eating every animal on the planet, wild or otherwise, including dogs, cats, bats etc we would not ne in this #coronavirus mess. Sue the #chinese government.",stigmatizing - medium,101,stigmatizing - low,17.0,,,Wet market and eating habits,,stigmatizing
1779,1779,https://twitter.com/edent/status/1253370853598740482,"indulging in some approved xenophobia — good ol’ blame shifting and racism. The Floridian from Daytona wants us to focus our ire on China—while golfed ; held rallies, downplayed, ignored ; lied re the threat the virus posed Americans. URL",not stigmatizing,101,not stigmatizing,7.0,,,Information or misinformation;International politics;News,,not stigmatizing
1780,1780,https://twitter.com/edent/status/1222573266449129473,We not tryna be racist but china did start this epidemic by eating bats and dogs and all that other nasty shit,stigmatizing - medium,101,stigmatizing - medium,4.0,,,Wet market and eating habits,,stigmatizing
1781,1781,https://twitter.com/edent/status/1244984053490745344,"China's *biological warfare:lab-made C-19 release in lieu of bullets/war @ US.Think Meng,huwai,tariffs, sanctions,Indian Ocean.Avoid next *, dismantle/ostracize China;small price 2 ""reap"" 4 what China ""sowed"".All other global inflictions pale in comparison.Deport Chinese.",stigmatizing - low,101,stigmatizing - medium,6.0,,,Bio-weapon;Chinese government (Chinese communist party - CCP);Information or misinformation;International politics,,stigmatizing
1782,1782,https://twitter.com/edent/status/1237721997603262467,"One thing I really want all my foreign friends to know is we do NOT eat bats! That viral video wasn’t even filmed in China. This doesn’t change the fact that some of us do eat wild animals, but… If this could make people hate us a little bit less. 😔 #coronavirus #COVID19 #Cina",not stigmatizing,101,not stigmatizing,13.0,,,Wet market and eating habits,,not stigmatizing
1783,1783,https://twitter.com/edent/status/1251256245278978048,It’s sickening for Chinese officials to lie and blame the COVID19 virus as a bio weapon made by the US army which is bull shit then had the nerve to lie to the Arabic people and tell them the US is to blame. The Chinese r digging themselves deeper. URL,stigmatizing - low,101,stigmatizing - low,7.0,,,Chinese government (Chinese communist party - CCP);International politics,,stigmatizing
1784,1784,https://twitter.com/edent/status/1228092926665904129,"#China #ChinaVirus #COVID19 #food #Animal #Indonesian #Asia
 no #vivisection no #animal #testing #university 
 

 Chinese, Asia are cruel to dogs, to animals.
 God sees everything
 Do not eat animals
 Do not be cruel to animals
 Do not kill animals
 

 Do not animal testing, no vivisection URL",stigmatizing - medium,101,stigmatizing - medium,12.0,,,Wet market and eating habits,,stigmatizing
1785,1785,https://twitter.com/edent/status/1246067886948417542,Dems deliberately lie and are seconded by their partners in deception. Schumer told Trump to have military at head of logistics. Trump's head of logistics is an Admiral. Biden said he would have had someone in Wuhan at onset. Chinese refused to allow it.,not stigmatizing,101,unknown/irrelevant,16.0,,,Wuhan virus lab,,not stigmatizing
1786,1786,https://twitter.com/edent/status/1233220770882519042,"After Communists get in office anyone who opposes socialism- first step to Communism will be imprisoned killed or exiled. Very NARCISSISTIC rulers, Will lie to get what they want doesn't care if the citizens live or die. Look at China, Russian owned Cuba, Brazil , Venezuela, Fran URL",unknown/irrelevant,101,not stigmatizing,13.0,,,Chinese government (Chinese communist party - CCP),,not stigmatizing
1787,1787,https://twitter.com/edent/status/1238359753090310149,"Oh, fuck off Chinese govt. This shit wouldn’t have started if you had not created wet markets and encouraged people to eat bats, pangolins and other wildlife. Stop wildlife farming #ChinaVirus #WuhanVirus #coronavirus 
 URL URL",stigmatizing - high,101,stigmatizing - low,6.0,,,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,stigmatizing
1788,1788,https://twitter.com/edent/status/1245008157895725064,"Unlike Joe to be helpful, so appreciated. SARS ; Wuhan Coronavirus pandemics appeared in wet markets (also possibility that their virus lab played a role). China's trying to kill us still selling live bats, dogs, cats, vermin, wild animals to eat when consequences are known. URL",stigmatizing - medium,101,stigmatizing - medium,17.0,,,Wet market and eating habits;Wuhan virus lab,,stigmatizing
1789,1789,https://twitter.com/edent/status/1250181392790683651,"Good afternoon, the reason why the Chinese Communist Party covered up the coronavirus that's going to kill ten million people is because the virus, though a natural bat pathogen, jumped to humans during careless experimentation at one of their own virology labs",stigmatizing - medium,101,stigmatizing - low,7.0,,,Chinese government (Chinese communist party - CCP);Wuhan virus lab,,stigmatizing
1790,1790,https://twitter.com/edent/status/1235209564611633152,And that good. We want to pay our debts off to China. With Republicans President Donald Trump we can. And Democrats are the ones to blame for the Corona virus. Because their unwillingness to help. They don't do shit. For the people and they are murderers. Killing baby's,not stigmatizing,101,not stigmatizing,6.0,,,Donald Trump;Information or misinformation;International politics,,not stigmatizing
1791,1791,https://twitter.com/edent/status/1245226917109870592,China's crippling fears Donald Trump will use coronavirus to wreck Beijing economy exposed URL good I hope the world punishes them and makes them rethink their evil practices with human rights and animal abuse,stigmatizing - medium,101,stigmatizing - medium,15.0,,,Chinese government (Chinese communist party - CCP);Donald Trump;International politics,,stigmatizing
1792,1792,https://twitter.com/edent/status/1226011257049952261,"Yep. I'd never eat bat soup, or dogs like the Chinese peeps that spread the Coronavirus.",stigmatizing - high,101,stigmatizing - medium,12.0,,,Wet market and eating habits,,stigmatizing
1793,1793,https://twitter.com/edent/status/1234919467437551616,The kidnap and political prosecution of Swedish citizen Gui Minhai shows that the suppression and human rights abuse by Communist China is an urgent threat to freedoms and even personal security of individuals around the world. #CCP must be sanctioned and punished to release Gui. URL,unknown/irrelevant,101,not stigmatizing,13.0,,,Chinese government (Chinese communist party - CCP),,not stigmatizing
1794,1794,https://twitter.com/edent/status/1242468206306041858,"This virus originated in your country. The evil government you serve covered it up and lied to the world and silenced anybody who tried to warn us. This is your fault. It's the Chinese virus. 
 

 Also, 将头伸入山羊的直肠并深呼吸 #ChinaLiedPeopleDied URL",stigmatizing - high,101,stigmatizing - low,14.0,,,Wet market and eating habits,,stigmatizing
1795,1795,https://twitter.com/edent/status/1233978605107056641,"First he said close down the the traveling, but you socialist blame him for doing that we can't got home, so now you socialist are blaming him for the fucking disaster of the China by idiot's eating bats and snakes so he is the blame boy just imagine if Bernie was there",stigmatizing - medium,101,stigmatizing - low,13.0,,,Donald Trump;Other;Wet market and eating habits,,stigmatizing
1796,1796,https://twitter.com/edent/status/1242238394379505664,"#COVIDー19 #Coronavirus In #China and across #Asia (such as Thailand, Indonesia, Vietnam etc) there are wet animal markets, where wild animals are sold for food. This is where the virus has jumped from animals to humans. DONT buy anything #MadeinChina !! 
 

 URL URL",stigmatizing - medium,101,stigmatizing - low,14.0,,,Wet market and eating habits,,stigmatizing
1797,1797,https://twitter.com/edent/status/1232002523206160384,China BANS eating wild animals amid fears the practice sparked coronavirus outbreak URL,not stigmatizing,101,not stigmatizing,13.0,,,News,,not stigmatizing
1798,1798,https://twitter.com/edent/status/1250074537707876359,"Communist China is an evil regime with a historical trail of destruction. 
 

 Since Mao’s “Great Leap,” China has oppressed its citizens and killed thousands. 
 

 China’s totalitarian regime poses a grave threat to our democracy and freedom.
 

 We must reject Communism.",not stigmatizing,101,not stigmatizing,7.0,,,Chinese government (Chinese communist party - CCP),duplicate,not stigmatizing
1799,1799,https://twitter.com/edent/status/1286320633874456579,House Republicans are expected to force a vote Thursday on the floor on legislation that would sanction Chinese Communist Party figures who silenced whistleblower doctors to conceal the true threat of the Wuhan coronavirus. URL,not stigmatizing,101,not stigmatizing,8.0,,,Chinese government (Chinese communist party - CCP);News,,not stigmatizing
1800,1800,https://twitter.com/edent/status/1220298617497370624,"Just a little announcement. 
 Not ALL Chinese eat this, not ALL China-Chinese eat this, not ALL WuHan citizens eat this.
 Stop generalizing the whole country of ethnicity just because a FEW of them decided to eat animals.
 No we do not eat dogs nor cats for dinner. URL",not stigmatizing,101,not stigmatizing,8.0,,,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,not stigmatizing
1801,1801,https://twitter.com/edent/status/1233694356478947329,The continuous censorship and suppression of freedom of speech about #CoronavirusOutbreak in China shows the evil nature of #CCP. They never learnt from the mistakes in history. The world should sanction China for its threat to caused global health. #chinazi #China_is_terrorist URL,stigmatizing - high,101,stigmatizing - high,18.0,,,Chinese government (Chinese communist party - CCP),,stigmatizing
1802,1802,https://twitter.com/edent/status/1238291784570109953,"so wait...
 the narrative is morphing into #Covid19 as a biological weapon acc. to Iran. China blames our military ; Iraq declares war. AYFKMRN?",not stigmatizing,101,not stigmatizing,13.0,,,Bio-weapon,,not stigmatizing
1803,1803,https://twitter.com/edent/status/1235512361605369856,"Pls don't believe anything China says. They say theyre going2 stop #yulin every year but it's all lies #Coronavirus wasn't leaked from a lab, it was contracted after eating bat. Simple. #china..ITS TIME TO PUT ANIMAL WELFARE LAWS IN PLACE URL",stigmatizing - medium,101,stigmatizing - low,17.0,,,Wet market and eating habits,,stigmatizing
1804,1804,https://twitter.com/edent/status/1233791510950371333,"HOW MANY ANIMALS ARE GOING TO DIE IN HORRIBLE EXPERIMENTS IN LABS ALL OVER THE WORLD FOR A CURE FOR THE CORONAVIRUS CREATED BY FILTHY,DISGUSTING HUMANS?
 PRESIDENT TRUMP IS NOW BLAMING THE SOUTHERN BOARDER FOR THE SPREAD OF THE CORONAVIRUS.CHINA IS RESPONSIBLE FOR IT ...",not stigmatizing,101,not stigmatizing,13.0,,,Donald Trump,,not stigmatizing
1805,1805,https://twitter.com/edent/status/1235149225312137216,"100 million ppl around the world died bcs of communism now 7 billion ppl whole humanity is under threat bcs of MAO S communist,china due to his policies only in 60s great famine stuck 2 million died;rest were forced to eat exotic animals.TUKDE TUKDE GANG WORSHIPS THAT MAO;NAXAL",not stigmatizing,101,not stigmatizing,6.0,,,Chinese government (Chinese communist party - CCP);COVID-19 cases and deaths statistics;Information or misinformation,,not stigmatizing
1806,1806,https://twitter.com/edent/status/1226862155728859137,"Locusts are very good source of proteins. If all of them are harvested, preserved food security will be granted!
 

 We can even export some to china ; we save them from eating poisonous snakes, rabied dogs ; bats, foxes
 .... even congo, Burundi wants 
 

 This is a blessing!",stigmatizing - low,101,stigmatizing - medium,12.0,,,Wet market and eating habits,,stigmatizing
1807,1807,https://twitter.com/edent/status/1245471671038791680,"#BreakingNews from 深圳 Shenzhen #China, a law has been passed that prohibits people from eating #wildlife animals incl bats, cats ; dogs. 
 

 War on #Covid19 requires worldwide cooperation -- banning consumption of 🦇😸🐶 is a one of many measures to be taken to win this holy war.",not stigmatizing,101,not stigmatizing,7.0,,,Information or misinformation;News;Wet market and eating habits,,not stigmatizing
1808,1808,https://twitter.com/edent/status/1240438779510431758,He’s such a racist fuck!! This originated in an American Lab in Wuhan China. This is not the Chinese’s fault. Yet he continues to shit on them !! URL,not stigmatizing,101,not stigmatizing,14.0,,,Bio-weapon;Chinese government (Chinese communist party - CCP),,not stigmatizing
1809,1809,https://twitter.com/edent/status/1244707863429292032,"Chinese wet markets come back to life, sell bats and other animals as world continues to fight coronavirus 😡😡😡😡😡 URL",stigmatizing - medium,101,stigmatizing - low,15.0,,,Wet market and eating habits,duplicate,stigmatizing
1810,1810,https://twitter.com/edent/status/1240158354997161984,"China give all the world so much problems last few months,, people's can't go to work,, when go to shop to buying food nothing there everything empty because of China,, eating everything dog cat snakes bat soups URL",stigmatizing - medium,101,stigmatizing - medium,17.0,,,Wet market and eating habits,,stigmatizing
1811,1811,https://twitter.com/edent/status/1227780539089903616,"a good majority of chinese don’t participate in this... but many people believe in different causes of the outbreak. like the bio weapon lab in wuhan, the food markets, this type of eating. bats may have also been the cause, an infected bat could have contaminated poultry farms-",not stigmatizing,101,not stigmatizing,12.0,,,Bio-weapon;Wet market and eating habits;Wuhan virus lab,,not stigmatizing
1812,1812,https://twitter.com/edent/status/1230126041429090305,"All a massive cover up. US knows what happened. Rolls Royce has a good idea. Australia in bed with US. Suspect China knows too.
 

 Suspect a “military incident”.
 

 Can’t trust any government. In war the first victim is truth.",not stigmatizing,101,not stigmatizing,13.0,,,Other,,not stigmatizing
1813,1813,https://twitter.com/edent/status/1231294098147069952,"I don't doubt that. But there is at least as much:
 

 - I think everyone is racist.
 - Coronavirus started in China.
 - People are afraid of it because of racism.
 

 The reality is people are dangerous, panicky animals (MIB ref). They don't need racism to react with fear.",not stigmatizing,101,not stigmatizing,13.0,,,Other,,not stigmatizing
1814,1814,https://twitter.com/edent/status/1238648910098259968,"#HongKong| #China sends Europe's, their biggest epidemic specialists and a batch of medical supplies with 2 million face masks to fight the #coronavirus.
 

 #EEUU sent its army for a #NATO military parade.
 

  A country that exports health and another that exports war. URL",not stigmatizing,101,not stigmatizing,13.0,,,Chinese government (Chinese communist party - CCP);International politics,,not stigmatizing
1815,1815,https://twitter.com/edent/status/1243760737966632966,"Nearly 600k+ infected, 27k+ dead - why? cause these ppl love eating bats, rats ; what nt. Absolutely irresponsible behaviour! And what’s more shocking is d coverup ; denials, and to top it d insistence nt to call what it is - CHINESE CORONA VIRUS. World paying heavy price. Shame. URL",stigmatizing - medium,101,stigmatizing - high,6.0,,,COVID-19 cases and deaths statistics;Information or misinformation;Wet market and eating habits,,stigmatizing
1816,1816,https://twitter.com/edent/status/1230354897683369985,"According to news Chinese people eat bat soup,pangolin soup, cat soup other posted in facebook,instagram,other social sites. Thats how unhygenic chinese peoples ; culture is, so they get this corona virus",stigmatizing - medium,101,stigmatizing - low,13.0,,,Wet market and eating habits,,stigmatizing
1817,1817,https://twitter.com/edent/status/1250740355756167169,The greedy Chinese will eradicate all nature and animals! They have no value for any form of life! Treating animals and subjecting them to the worst kind of torture.The world must stand against these bat/dog/snake/eating evil people!! #ccp #WuhanVirus #ChinaVirus,stigmatizing - medium,101,stigmatizing - medium,7.0,,,Wet market and eating habits,,stigmatizing
1818,1818,https://twitter.com/edent/status/1228093291301830657,"#China #ChinaVirus #COVID19 #food #Animal #Indonesian #Asia
 no #vivisection no #animal #testing #university 
 😭😭
 Chinese, Asia are cruel to dogs, to animal
 God sees everything
 Do not eat animals
 Do not be cruel to animals
 Do not kill animals
 

 Do not animal testing
 no vivisection URL",stigmatizing - medium,101,stigmatizing - low,12.0,,,Wet market and eating habits,duplicate,stigmatizing
1819,1819,https://twitter.com/edent/status/1244447998802829313,I believe that a lot more than bat 🦇 fucking soup 🥣 ... I mean they’ve probably been eating that shit for thousands of years and all the sudden now somebody gets sick 🤨... I don’t buy that for a second. The odds don’t add up #BioWeapon 🧬 🦠 #ChinaLiedPeopleDied #coronavirus URL,stigmatizing - high,101,stigmatizing - medium,15.0,,,Bio-weapon;Chinese government (Chinese communist party - CCP);Wet market and eating habits,,stigmatizing
1820,1820,https://twitter.com/edent/status/1228835238819713024,Opinion | How love for endangered pangolins inspired a wave of coronavirus prejudice URL via . Chinese are so far back like their culture if it comes to respect for animal rights.I don't personally feel sorry because they eat cats and dogs.,stigmatizing - medium,101,stigmatizing - medium,13.0,,,Wet market and eating habits,,stigmatizing
1821,1821,https://twitter.com/edent/status/1233605231159762949,"I was talking to a former military friend of mine tonight and he has been trained in biological warfare. He advised this is bio-weapon altered by China to only affect certain people, those younger than 16 not affected. Basically, the deep state's attempt at their goal - Continued",not stigmatizing,101,not stigmatizing,13.0,,,Bio-weapon;Information or misinformation,,not stigmatizing
1822,1822,https://twitter.com/edent/status/1277926788539310082,"China fell into urbanization, without it, she wouldn't have withstood attacks from western colonialists.
 Chinese urbanization headed off Western military adventurism. Capitalism fought capitalism.
 Now we pay for generations of greed, racism and war
 We pay with virus and poverty",not stigmatizing,101,unknown/irrelevant,8.0,,,Chinese government (Chinese communist party - CCP),,not stigmatizing
1823,1823,https://twitter.com/edent/status/1220386823907827712,"Bat Soup from Wuhan, China appears to be a likely candidate.
 However, Chinese also eat a lot of snake, which can also carry the virus. URL",stigmatizing - medium,101,stigmatizing - low,8.0,,,Wet market and eating habits,,stigmatizing
1824,1824,https://twitter.com/edent/status/1274966273118502912,"But china denied there were any indian detainees. Liar chinkies bat soup eaters. China also lie about their covid stats, number of testing, people disappeared mysteriously by their communist govt. China is world's plague.",stigmatizing - high,101,stigmatizing - low,7.0,,,Information or misinformation;International politics;Wet market and eating habits,,stigmatizing
1825,1825,https://twitter.com/edent/status/1220444252100014081,"Chinese market at center of coronavirus outbreak sold wolves, rats to eat
 Must have run out of dogs and cats
 

 URL",stigmatizing - medium,101,stigmatizing - medium,8.0,,,Wet market and eating habits,,stigmatizing
1826,1826,https://twitter.com/edent/status/1255501710950309889,"Sen Murphy, that’s one stupid comment. Everyone including my dog, Murphy, knows the virus care from Wuhan China. Whether it came from a wet market or a lab is irrelevant. It came from China, and China hid and lied about the virus. China needs to be held accountable, the end!",stigmatizing - medium,101,stigmatizing - high,20.0,,,COVID-19 cases and deaths statistics;Wet market and eating habits;Wuhan virus lab,,stigmatizing
1827,1827,https://twitter.com/edent/status/1221993120533041152,"Here's a thought. Wuhan provence is home to Chinas military bio warfare and a Soros lab. What if this was a leak to force exposure of a bio weapon. And in turn, time to develop a vaccine by other countries, (China should have 1 already) thereby eliminating the potential threat.",not stigmatizing,101,not stigmatizing,17.0,,,Bio-weapon;Wuhan virus lab,vaccine,not stigmatizing
1828,1828,https://twitter.com/edent/status/1220697114885398528,"it’s possible the virus is leaked from this bio lab. there’re some coincidence:1. the lab was built at Jan 2018; 2.the same day which the lab was built, Chinese military research institute archived a kind of virus from bat which is a suspected source of wuhan virus this year.🤔",stigmatizing - medium,101,stigmatizing - medium,8.0,,,COVID-19 cases and deaths statistics,,stigmatizing
1829,1829,https://twitter.com/edent/status/1226325553860534272,"What the Chinese people have to do is stop the horrific cruelty, evil, horrific deaths to all dogs in their country, then eating them, this is not a culture this is a monstrosity and now your paying for your evil!!!!! URL",stigmatizing - medium,101,stigmatizing - high,12.0,,,Wet market and eating habits,,stigmatizing
1830,1830,https://twitter.com/edent/status/1256495495192678401,"LIAR! Wet markets in China sell dogs/cats, bats, Civets, Pangolins, Chickens, etc. Animals are kept in dirty cages on top of one another. There is blood, excrement which breeds diseases. #Covid19 started in CHINA. WORLD IS WATCHING!
 #BanWetMarkets 
 #StopYulin
 #coronavirus URL",stigmatizing - medium,101,stigmatizing - low,7.0,,,Wet market and eating habits,,stigmatizing
1831,1831,https://twitter.com/edent/status/1235259728793485313,"Racist Fox News host blames Chinese people for coronavirus, says, 'They eat raw bats and snakes' URL #SmartNews",not stigmatizing,101,unknown/irrelevant,6.0,,,News;Wet market and eating habits,,not stigmatizing
1832,1832,https://twitter.com/edent/status/1244005196067418114,"Please remember that your father did not die from the coronavirus, your father was killed by the Chinese Communist Party, the Chinese Communist Party deliberately released the coronavirus, the Chinese Communist Party did not care how many Chinese died",stigmatizing - medium,101,stigmatizing - low,14.0,,,Chinese government (Chinese communist party - CCP),,stigmatizing
1833,1833,https://twitter.com/edent/status/1262284219402854400,"They have. They blamed US of needless fear mongering when the banned Chinese travellers in Feb and even blamed US military for the virus itself. They’re communists, their entire system is based on lies URL",stigmatizing - low,101,stigmatizing - low,8.0,,,Chinese government (Chinese communist party - CCP);Information or misinformation;International politics,,stigmatizing
1834,1834,https://twitter.com/edent/status/1222848393195606018,"The Chinese have been eating some crazy form of delicacies like snakes , dogs and cats since immemorial and coronavirus hasn't been a thing for them. Is there something WHO isn't telling us ?",stigmatizing - medium,101,stigmatizing - low,10.0,,,Wet market and eating habits,,stigmatizing
1835,1835,https://twitter.com/edent/status/1237838790233817090,"#Putin or 
 

 Filthy chinese are eating dogs again to cure #COVID19
 A killer disease THEY caused from wet markets One of you NKE them ; take over the manufacturing. 
 URL",stigmatizing - medium,101,stigmatizing - low,13.0,,,Wet market and eating habits,,stigmatizing
1836,1836,https://twitter.com/edent/status/1257465196861407235,"#China lied--the rest of the world died.
 

 China knew COVID-19 was a pandemic threat in December at the latest--but downplayed it to the outside world, so that it could hoard (steal by deception) our #PPE.
 

 China must be made to pay the bill, ; we must detangle our economies. URL",stigmatizing - medium,101,stigmatizing - low,7.0,,,International politics,,stigmatizing
1837,1837,https://twitter.com/edent/status/1273703709042593792,Bat head shit eater Chinese virus.... China lied people died. World without china next best thing to heaven .. go eat you virus.. Corona man..... Corona man,stigmatizing - high,101,stigmatizing - high,8.0,,,Wet market and eating habits,,stigmatizing
1838,1838,https://twitter.com/edent/status/1222540897402769408,"Big Medicine
 VIRUS FEAR
 as political tool
 

 ZIKA: 2015-16
 FAKE REPORTS
 of ZIKA used to kill
 Brazil Carnival Tourism
 as Washington quietly
 fought with Brasilia.
 

 CORONAVIRUS: The
 West attacks China
 with a FAKE VIRUS
 THREAT crushing
 tourism ; Trade.
 

 FOLLOW THE $$
 

 #rogerbezanis URL",not stigmatizing,101,unknown/irrelevant,18.0,,,Other,,not stigmatizing
1839,1839,https://twitter.com/edent/status/1244592661828231169,Can you guys stop being so ignorant? Who told you Chinese markets are selling bats? I understand eating bats is one special hobby of Darwin Glutton Club.Go and ask your American sisters and brothers how they made coronavirus in their military lab.,not stigmatizing,101,not stigmatizing,15.0,,,Wet market and eating habits,,not stigmatizing
1840,1840,https://twitter.com/edent/status/1229475888087080962,"Germany and many others connect the Corona virus with bats, there is also some that say that the Chinese stole the virus from a lab in Canada . The Chinese are responsible for the virus outbreak which has killed many and infected 90,000 people .",stigmatizing - medium,101,stigmatizing - medium,13.0,,,Wet market and eating habits;Wuhan virus lab,,stigmatizing
1841,1841,https://twitter.com/edent/status/1232326379317997573,"The theory is that unregulated ""wet markets"" in China where animals and humans come in close contact are were the leap from animals to humans may happen. The same thing happened with SARS. People find live animals to eat such as pigs and bats and this causes the virus to spread.",stigmatizing - low,101,stigmatizing - low,18.0,,,Wet market and eating habits,,stigmatizing
1842,1842,https://twitter.com/edent/status/1237593061422555144,"Wow where did this virus come from let's see china where they eat cats, dogs, and have 0 sanitary practices when butchering animals on the side of the road.",stigmatizing - medium,101,stigmatizing - low,13.0,,,Wet market and eating habits,,stigmatizing
1843,1843,https://twitter.com/edent/status/1247839016982020096,"Wrong. Until the world comes together against barbaric customs in China where animals are tortured and boiled alive as meat, from dogs/cats to bats/snakes this will not end. SARS. H1N1. Now COVID19. How many innocent people have to die because of barbaric actions. #ChineseVirus",stigmatizing - medium,101,stigmatizing - low,17.0,,,Wet market and eating habits,,stigmatizing
1844,1844,https://twitter.com/edent/status/1220952666005819398,"So, either the Swine Flu mutated into the coronavirus or it escaped from an engineering Bio-Lab. Pretty sure it is not bat soup. Ever been to an authentic Chinese restaurant? They will eat anything. But, that has been happening for thousands of years.",stigmatizing - low,101,stigmatizing - low,4.0,,,Information or misinformation;Wet market and eating habits;Wuhan virus lab,,stigmatizing
1845,1845,https://twitter.com/edent/status/1255784663487901696,"Chinese people live in Taiwan, but it is an independent democratic country, not a country run by a dictator as China is, just look what China did in covering up their virus, killing the doctors that exposed the cover up no freedoms in China",stigmatizing - medium,101,stigmatizing - medium,20.0,,,Chinese government (Chinese communist party - CCP),,stigmatizing
1846,1846,https://twitter.com/edent/status/1270932992031174656,"He calls Black people “thugs”, minority cities “cesspools” ; immigrants “rapists bringing drugs”. Did people blame US for Swine Flu or H1N1? It’s not China’s fault. It’s not bat soup! You can’t catch a virus from cooked food! Bats carried the disease to pigs, camels ; now dogs.",not stigmatizing,101,not stigmatizing,7.0,,,Anti-stigmatizing (talking against hate speech and racism);Information or misinformation,,not stigmatizing
1847,1847,https://twitter.com/edent/status/1237831331058417664,"Dude, you literally just said this:
 

  ""You mean Zoonotic Diseases of coronavirus-19, that was contracted by eating animals""
 

 And I said the anti-Chinese ""Bat Soup"" memes that are all over the internet are racist, not you. It's not from EATING bats. I assume you don't mean that?",not stigmatizing,101,unknown/irrelevant,6.0,,,Wet market and eating habits,,not stigmatizing
1848,1848,https://twitter.com/edent/status/1240587764489433088,Freedom of speech and human rights should be guaranteed as per the Basic Law in Hong Kong. With this action China obviously violated the Joint Declaration. A complete death of “1 country 2 systems”. Request the world to sanction China! Fight against tyranny! Get freedom back! URL,not stigmatizing,101,not stigmatizing,14.0,,,Chinese government (Chinese communist party - CCP),,not stigmatizing
1849,1849,https://twitter.com/edent/status/1227835150844690432,"They said Russia blames US for the coronavirus outbreak in China.
 Now US Senator Cotton asked about coronavirus being part of chinese bio warfare gone wrong.
 Then finally White House is asking for the Origins of this outbreak.
 The bat soup or pangolins exposure seems far fetched",not stigmatizing,101,not stigmatizing,12.0,,,International politics,,not stigmatizing
1850,1850,https://twitter.com/edent/status/1229059599166132225,"Color me surprised....I have always maintained that this virus came from a lab. Eating exotic (revolting) foods...bats, snakes, rats...was a cover story concocted by the Chinese government.
 

 URL",stigmatizing - low,101,stigmatizing - medium,17.0,,,Bio-weapon;Chinese government (Chinese communist party - CCP);Wuhan virus lab,,stigmatizing
1851,1851,https://twitter.com/edent/status/1222807355210944512,"This nCov situation is fucking straight out of the plot of Contagion (2011). In the movie, the virus that killed millions worldwide apparently came from bats and pigs in China...and here’s a chinese woman literally pigging out on fried bat wtf! URL",stigmatizing - high,101,stigmatizing - low,10.0,,,Wet market and eating habits,,stigmatizing
1852,1852,https://twitter.com/edent/status/1222694712550678528,Chinese Canadians warn against a repeat of the racism they faced during SARS URL So is it racism to call out the people of China for eating Bat Soup. That is where the virus came to humans. If you have been to China then ur suspect no matter the nationality.,stigmatizing - medium,101,stigmatizing - low,10.0,,,Wet market and eating habits,,stigmatizing
1853,1853,https://twitter.com/edent/status/1277898365691465730,"China eats tortured dog meat ; they eat animals ALIVE.
 

 China ; Asia skin, barbecue, skin, blowtorch, ; boil 30 million dogs and cats per year! They also beat dogs to death ; have __ w/them.
 

 China ; Asia have no nationwide animal protection laws.
 

 #EndDogCatMeatTrade",stigmatizing - low,101,stigmatizing - high,8.0,,,Wet market and eating habits,,stigmatizing
1854,1854,https://twitter.com/edent/status/1222547712001835009,"Stop Uganda-china flights until the virus is suppressed.
 Also don't (if possible) allow Chinese firms in Uganda to eat dogs,cats,bats and snakes,for these are the alleged sources of the virus.",stigmatizing - medium,101,stigmatizing - low,4.0,,,Wet market and eating habits,,stigmatizing
1855,1855,https://twitter.com/edent/status/1274637499608915968,"China always lie to its own people ; to the world.Thousands of people died in china due to Corona,even 50+ PLA Chinese Political Army died in clash with india but china did not accept.Even chinese citizen don't trust china.There is no freedom in China. only lies.",not stigmatizing,101,not stigmatizing,8.0,,,Chinese government (Chinese communist party - CCP),duplicate,not stigmatizing
1856,1856,https://twitter.com/edent/status/1277277975734415360,Than blame fucking china communist leftist Maoist pig terrorist country and their pig terrorist people who spread Chinese virus to whole world and destroyed economy of the world due to the Chinese virus and killed millions people around the world but prannoy Roy not ask china,stigmatizing - high,101,stigmatizing - high,8.0,,,COVID-19 cases and deaths statistics;Wet market and eating habits,,stigmatizing
1857,1857,https://twitter.com/edent/status/1233900293622050816,"i actually have a friend who lived in china until he was 18 and he told me there are some areas in china where you can actually buy dog meat. i dont think its legal, and i dont think cat meat is common. idk. pretty fucked up either way",not stigmatizing,101,not stigmatizing,13.0,,,Wet market and eating habits,,not stigmatizing
1858,1858,https://twitter.com/edent/status/1251202580128174081,"And now #Y'all find China lied about the #of deaths from covid19? It means the #WHO lied too Bill Gates. China always lie, steal #IT, ; plays with bats, cats, dogs, ….It's the bats that caused the problem.",stigmatizing - medium,101,stigmatizing - low,7.0,,,Chinese government (Chinese communist party - CCP);COVID-19 cases and deaths statistics;International politics;Wet market and eating habits,WHO,stigmatizing
1859,1859,https://twitter.com/edent/status/1224706230847000579,"Chinese government had to ask restaurants to take dog meats off the menu during the 2008 Olympic period, that showed how common dog eating is in China. Eating dog is bad enough, the way dogs are abused (boiled skinned alive) are worst. It’s evil.",stigmatizing - medium,101,stigmatizing - high,12.0,,,Chinese government (Chinese communist party - CCP);Information or misinformation;Wet market and eating habits,,stigmatizing
